4295686233 40730 4 941
4295686246 30637 0 990
4295686259 31110 0 991
4295686272 4293 0 76
4295686285 0 0 0
4295686298 0 0 0
4295686311 0 0 0
4295686324 0 0 0
4295686337 0 0 0
4295686350 0 0 0
4295686363 0 0 0
4295686376 0 0 0
4295686389 0 0 0
4295686402 0 0 0
4295686415 0 0 0
4295686428 0 0 0
4295686441 0 0 0
4295686454 0 0 0
4295686467 0 0 0
4295686480 0 0 0
4295686493 0 0 0
4295686506 6 0 76
4295686519 28684 0 838
4295686532 34080 0 990
4295686545 18894 0 457
4295686558 0 0 0
4295686571 0 0 0
4295686584 0 0 0
4295686597 0 0 0
4295686610 0 0 0
4295686623 0 0 0
4295686636 0 0 0
4295686649 0 0 0
4295686662 0 0 0
4295686675 0 0 0
4295686688 0 0 0
4295686701 0 0 0
4295686714 0 0 0
4295686727 0 0 0
4295686740 0 0 0
4295686753 0 0 0
4295686766 0 0 0
4295686779 6047 0 153
4295686792 18454 0 534
4295686805 12796 22 457
4295686818 6986 54 457
4295686831 4404 84 153
4295686844 779 25 0
4295686857 168 17 76
4295686870 3209 262 152
4295686883 5338 343 152
4295686896 1023 81 76
4295686909 2591 219 76
4295686922 16 5 0
4295686935 198 16 0
4295686948 3594 295 152
4295686961 1830 150 76
4295686974 0 0 0
4295686987 0 0 0
4295687000 0 0 0
4295687013 0 0 0
4295687026 0 0 0
4295687040 1899 279 142
4295687052 3359 281 250
4295687065 2826 257 152
4295687078 2899 224 153
4295687091 0 0 0
4295687104 0 0 0
4295687117 99 14 76
4295687130 2422 359 538
4295687143 1447 256 76
4295687156 447 70 0
4295687169 1841 292 153
4295687182 276 31 76
4295687195 2313 278 229
4295687208 2255 254 76
4295687221 1058 164 76
4295687234 556 93 76
4295687247 3253 539 228
4295687260 1330 227 76
4295687273 946 180 76
4295687286 1698 341 0
4295687299 1433 263 76
4295687312 1147 242 76
4295687325 1319 288 76
4295687338 949 217 152
4295687351 571 138 76
4295687364 397 81 76
4295687377 986 246 76
4295687390 449 91 0
4295687403 909 221 152
4295687416 751 182 0
4295687429 439 93 0
4295687442 296 67 0
4295687455 1123 251 305
4295687468 637 162 0
4295687481 952 244 76
4295687494 413 121 76
4295687507 590 133 76
4295687520 1232 297 228
4295687533 939 233 76
4295687546 335 69 0
4295687559 593 140 76
4295687572 1977 448 152
4295687585 602 129 76
4295687598 545 122 76
4295687611 1443 372 76
4295687624 1415 295 228
4295687637 673 175 76
4295687650 1230 300 152
4295687663 95 29 0
4295687676 835 218 152
4295687689 1194 348 228
4295687702 521 161 76
4295687715 788 258 0
4295687728 320 100 0
4295687741 745 231 76
4295687754 155 53 76
4295687767 413 161 76
4295687780 985 308 228
4295687793 299 113 0
4295687806 219 71 0
4295687819 676 225 76
4295687832 770 251 76
4295687845 338 124 76
4295687858 1016 327 229
4295687871 300 88 0
4295687884 860 252 76
4295687897 1336 385 152
4295687910 492 167 76
4295687923 833 273 152
4295687936 759 257 76
4295687949 795 291 305
4295687962 867 293 76
4295687975 394 142 76
4295687988 859 276 76
4295688001 217 74 76
4295688014 468 134 76
4295688027 1267 398 228
4295688040 542 185 153
4295688053 882 286 228
4295688066 1092 360 76
4295688079 202 76 0
4295688092 875 319 0
4295688105 446 161 0
4295688118 889 309 76
4295688131 387 138 0
4295688144 822 330 152
4295688157 412 160 76
4295688170 380 156 0
4295688183 602 240 229
4295688196 724 291 153
4295688209 253 125 0
4295688222 641 253 152
4295688235 373 171 0
4295688248 782 292 76
4295688261 182 59 0
4295688274 834 301 0
4295688287 376 135 0
4295688300 628 244 76
4295688313 454 158 76
4295688326 851 293 76
4295688339 525 201 76
4295688352 346 142 76
4295688365 601 238 76
4295688378 842 324 152
4295688391 234 106 0
4295688404 796 318 76
4295688417 190 87 0
4295688430 197 103 0
4295688443 563 208 153
4295688456 722 284 0
4295688469 366 141 152
4295688482 660 265 0
4295688495 204 87 0
4295688508 422 189 76
4295688521 758 329 229
4295688534 192 72 0
4295688547 530 251 76
4295688560 290 118 76
4295688573 174 71 0
4295688586 398 163 0
4295688599 518 242 153
4295688612 341 131 0
4295688625 499 229 76
4295688638 424 189 76
4295688651 208 79 76
4295688664 517 247 76
4295688677 431 188 0
4295688690 413 196 76
4295688703 94 52 0
4295688716 417 189 76
4295688729 268 108 76
4295688742 670 311 228
4295688755 151 69 0
4295688768 796 323 0
4295688781 182 101 0
4295688794 93 26 0
4295688807 680 274 228
4295688820 615 273 153
4295688833 232 107 0
4295688846 437 220 76
4295688859 201 101 76
4295688872 655 287 0
4295688885 350 139 0
4295688898 295 138 0
4295688911 476 210 228
4295688924 205 72 0
4295688937 518 264 76
4295688950 594 291 0
4295688963 28 12 0
4295688976 331 143 0
4295688989 357 161 0
4295689002 480 250 152
4295689015 47 28 0
4295689028 302 143 228
4295689041 67 31 0
4295689054 357 181 76
4295689067 417 203 76
4295689080 504 230 152
4295689093 37 20 0
4295689106 272 122 0
4295689119 597 258 76
4295689132 145 59 0
4295689145 342 165 0
4295689158 186 97 0
4295689171 383 181 76
4295689184 285 141 0
4295689197 490 244 0
4295689210 205 94 0
4295689223 227 146 152
4295689236 288 146 0
4295689249 194 95 0
4295689262 458 211 0
4295689275 648 298 0
4295689288 47 23 0
4295689301 59 40 0
4295689314 432 232 228
4295689327 487 232 0
4295689340 78 33 0
4295689353 50 33 0
4295689366 319 184 76
4295689379 545 252 228
4295689392 324 153 76
4295689405 42 26 76
4295689418 361 204 153
4295689431 308 132 152
4295689444 47 16 0
4295689457 217 114 76
4295689470 512 264 76
4295689483 312 173 0
4295689496 35 21 0
4295689509 49 22 0
4295689522 232 131 76
4295689535 344 180 76
4295689548 390 188 76
4295689561 80 38 0
4295689574 388 201 153
4295689587 59 37 0
4295689600 178 108 76
4295689613 366 187 152
4295689626 386 197 0
4295689639 21 12 0
4295689652 65 45 0
4295689665 356 192 152
4295689678 504 253 153
4295689691 316 202 153
4295689704 38 14 0
4295689717 33 20 0
4295689730 119 71 152
4295689743 458 245 153
4295689756 333 189 152
4295689769 71 32 0
4295689782 194 72 0
4295689795 440 222 152
4295689808 223 150 152
4295689821 16 12 0
4295689834 69 30 0
4295689847 128 57 0
4295689860 294 162 153
4295689873 341 197 76
4295689886 41 24 0
4295689899 67 34 76
4295689912 134 71 0
4295689925 292 189 152
4295689938 337 190 0
4295689951 185 121 229
4295689964 388 181 76
4295689977 0 3 0
4295689990 40 23 0
4295690003 131 66 0
4295690016 307 191 0
4295690029 347 206 0
4295690042 20 21 0
4295690055 50 29 0
4295690068 156 84 76
4295690081 198 113 0
4295690094 264 151 76
4295690107 16 10 0
4295690120 70 42 152
4295690133 294 169 0
4295690146 357 192 76
4295690159 12 5 0
4295690172 110 54 76
4295690185 298 192 76
4295690198 268 142 228
4295690211 116 56 0
4295690224 57 31 0
4295690237 301 160 0
4295690250 353 203 76
4295690263 39 20 0
4295690276 209 111 0
4295690289 171 124 0
4295690302 356 226 76
4295690315 57 35 0
4295690328 77 61 0
4295690341 166 104 76
4295690354 190 113 0
4295690367 114 50 76
4295690380 333 204 76
4295690393 85 52 0
4295690406 40 28 0
4295690419 239 128 76
4295690432 256 161 76
4295690445 100 64 0
4295690458 75 40 0
4295690471 108 75 0
4295690484 280 172 0
4295690497 258 151 0
4295690510 31 19 0
4295690523 165 106 0
4295690536 325 187 0
4295690549 216 146 0
4295690562 25 13 0
4295690575 121 59 0
4295690588 314 194 0
4295690601 263 174 0
4295690614 30 22 0
4295690627 129 81 0
4295690640 360 235 152
4295690653 234 128 0
4295690666 23 13 0
4295690679 120 77 0
4295690692 309 181 76
4295690705 346 208 76
4295690718 27 13 0
4295690731 46 29 0
4295690744 237 134 152
4295690757 377 205 76
4295690770 71 43 0
4295690783 19 20 0
4295690796 170 113 0
4295690809 310 169 152
4295690822 193 101 76
4295690835 30 13 0
4295690848 227 118 0
4295690861 265 170 76
4295690874 201 137 0
4295690887 198 129 0
4295690900 26 19 0
4295690913 6 9 0
4295690926 43 22 0
4295690939 104 68 0
4295690952 301 171 152
4295690965 184 108 0
4295690978 283 173 0
4295690991 171 116 0
4295691004 46 26 0
4295691017 33 28 0
4295691030 204 120 229
4295691043 280 158 76
4295691056 209 131 0
4295691069 57 41 0
4295691082 15 8 0
4295691095 65 43 0
4295691108 205 140 0
4295691121 302 178 153
4295691134 57 49 0
4295691147 8 15 0
4295691160 107 71 0
4295691173 228 133 76
4295691186 193 119 76
4295691199 7 5 0
4295691212 84 51 76
4295691225 122 77 0
4295691238 240 127 76
4295691251 79 37 76
4295691264 217 171 0
4295691277 187 159 76
4295691290 210 159 76
4295691303 272 145 0
4295691316 269 169 0
4295691329 320 199 0
4295691342 30 26 0
4295691355 16 7 0
4295691368 20 13 0
4295691381 50 29 0
4295691394 130 82 76
4295691407 196 149 0
4295691420 256 177 0
4295691433 181 116 76
4295691446 18 8 0
4295691459 7 8 0
4295691472 30 24 0
4295691485 102 72 0
4295691498 214 143 152
4295691511 164 143 0
4295691524 245 157 76
4295691537 133 123 76
4295691550 191 118 76
4295691563 245 142 0
4295691576 220 136 76
4295691589 251 168 0
4295691602 245 182 0
4295691615 87 57 0
4295691628 11 7 0
4295691641 13 10 0
4295691654 15 19 76
4295691667 14 11 0
4295691680 31 19 0
4295691693 25 14 0
4295691706 105 87 76
4295691719 135 124 152
4295691732 120 125 0
4295691745 232 156 0
4295691758 262 151 152
4295691771 281 165 152
4295691784 70 40 0
4295691797 16 15 0
4295691810 38 17 0
4295691823 121 81 76
4295691836 195 146 152
4295691849 220 150 76
4295691862 133 74 0
4295691875 41 23 76
4295691888 47 29 0
4295691901 208 138 76
4295691914 134 80 0
4295691927 65 44 76
4295691940 234 151 0
4295691953 146 123 76
4295691966 209 172 152
4295691979 266 196 76
4295691992 74 55 0
4295692005 7 11 0
4295692018 65 46 0
4295692031 89 48 0
4295692044 125 80 76
4295692057 172 135 0
4295692070 307 181 76
4295692083 246 166 0
4295692096 214 147 0
4295692109 26 18 76
4295692122 28 15 0
4295692135 144 104 76
4295692148 241 172 76
4295692161 177 114 76
4295692174 30 25 0
4295692187 89 65 0
4295692200 53 45 0
4295692213 194 156 0
4295692226 143 126 76
4295692239 292 183 0
4295692252 152 108 152
4295692265 235 174 152
4295692278 315 190 76
4295692291 123 99 0
4295692304 13 11 0
4295692317 25 16 0
4295692330 17 13 0
4295692343 30 29 0
4295692356 203 128 76
4295692369 257 183 76
4295692382 281 168 0
4295692395 224 159 76
4295692408 0 5 0
4295692421 8 7 0
4295692434 2 2 0
4295692447 254 150 76
4295692460 216 183 76
4295692473 211 157 0
4295692486 206 147 0
4295692499 178 148 0
4295692512 213 134 0
4295692525 178 125 0
4295692538 29 12 76
4295692551 18 12 0
4295692564 1 3 0
4295692577 81 43 76
4295692590 186 133 76
4295692603 144 134 0
4295692616 98 75 0
4295692629 5 4 0
4295692642 114 49 0
4295692655 141 109 0
4295692668 160 143 76
4295692681 157 165 76
4295692694 164 147 0
4295692707 161 153 0
4295692720 156 138 76
4295692733 158 135 76
4295692746 149 133 152
4295692759 186 173 76
4295692772 155 143 0
4295692785 193 177 0
4295692798 228 182 76
4295692811 143 137 0
4295692824 215 176 0
4295692837 241 207 152
4295692850 174 157 76
4295692863 209 165 0
4295692876 255 185 0
4295692889 244 191 76
4295692902 213 176 76
4295692915 207 164 76
4295692928 222 167 76
4295692941 9 13 0
4295692954 3 3 0
4295692967 25 21 76
4295692980 70 84 152
4295692993 245 162 76
4295693006 24 25 0
4295693019 6 10 0
4295693032 19 17 0
4295693045 28 10 0
4295693058 14 12 0
4295693071 12 11 0
4295693084 10 8 76
4295693097 43 21 0
4295693110 4 10 0
4295693123 22 16 0
4295693136 13 14 0
4295693149 11 13 0
4295693162 9 8 0
4295693175 96 89 76
4295693188 12 10 0
4295693201 123 83 76
4295693214 31 31 0
4295693227 43 38 76
4295693240 190 117 0
4295693253 248 160 76
4295693266 166 151 0
4295693279 173 136 0
4295693292 192 148 0
4295693305 104 90 0
4295693318 6 11 0
4295693331 24 25 0
4295693344 50 37 0
4295693357 59 62 76
4295693370 100 84 0
4295693383 166 121 76
4295693396 113 86 0
4295693409 146 125 76
4295693422 104 60 0
4295693435 82 48 76
4295693448 99 65 76
4295693461 63 51 0
4295693474 170 124 0
4295693487 121 77 0
4295693500 29 20 0
4295693513 98 70 0
4295693526 104 75 0
4295693539 84 63 0
4295693552 157 104 76
4295693565 89 72 0
4295693578 196 135 0
4295693591 177 145 152
4295693604 183 163 0
4295693617 179 170 0
4295693630 221 160 0
4295693643 210 192 76
4295693656 196 186 0
4295693669 247 193 76
4295693682 241 202 0
4295693695 103 91 76
4295693708 178 168 76
